RouteID,Score
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,0.631274537780778
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,0.4473959110813814
RouteID_001948e9-4675-486d-9ec5-912fd8e0770f,0.5854641049117759
RouteID_001b4ee3-c4f2-467f-932b-c85524d1021f,0.696671665788662
RouteID_0021a2aa-780f-460d-b09a-f301709e2523,1.2462363132769043
RouteID_0036cf37-1c93-48f8-b337-3dd6d1a195d8,0.7976025426868576
RouteID_00437423-5a8f-4fac-8efa-85264f0a3944,1.2341651175258366
RouteID_00573a3d-b909-42ee-8a99-c6474309d96b,1.1380349923300763
RouteID_00575a14-7d19-4291-8853-8f7095ed1bc6,1.0078036031935542
RouteID_00575ca4-8a63-49d2-96c8-9b347be5ba6c,0.4080396712003823
RouteID_00595235-52e7-4b68-883c-70482701dea0,0.9810426810019884
RouteID_006f581c-3087-4edf-8802-278b078157b9,1.029550803467474
RouteID_00747543-3f2f-47ae-a2f2-91b30ce207ab,0.799555112590337
RouteID_0074e307-23c1-4b15-afa2-e58b45e4403c,1.4654712889390011
RouteID_0076d53c-6bfa-4e22-b39e-08769fb8e4d3,0.8135223903118765
RouteID_007a8397-37f4-4775-a452-c6934167526b,1.29825422530375
RouteID_007b8544-11dc-47b2-be61-0095f8f2af71,0.611879782568401
RouteID_0091a35c-85fa-4b5e-90cf-4778f441753e,1.0825362240148075
RouteID_00930ddc-25f9-4371-a437-1e37c9d0a80d,0.6752556219619499
RouteID_00a25e47-65c9-4efc-bfe9-8d9648a0df4e,1.0517884526438757
RouteID_00ace8b4-30c6-4a20-a723-74ece636a0da,1.130251960784231
RouteID_00b8cd9c-613a-4519-b3fd-2b7174f1cff3,0.5824915145992157
RouteID_00bea18c-ee16-4a18-a916-7a447c733a7d,1.3966955192571264
RouteID_00ca3fbf-8953-4fbb-9c59-96fce68e6504,0.813375711422313
RouteID_00d421bf-f001-4fb0-923e-c343d3d369bc,0.9086877256474092
RouteID_00e4885d-4563-4790-bace-6c9e4261ce2a,0.8154636413032863
RouteID_00e7fcc6-2f6d-4054-b9ca-e190fa4ecdce,0.9917979004725556
RouteID_00ead793-e8f0-4ac6-a2d7-d988f05cc715,1.5696901974453448
RouteID_00f414f8-ff9a-4d98-aca2-a6b991a2037d,0.7033471456013873
RouteID_00f9c249-33cd-4124-9cf2-b970b157a5ca,0.6574553003578195
RouteID_00fd7a8d-d5d8-45c0-b710-4ff3e220e6f6,0.9362645872159024
RouteID_00fe822e-3d3e-4307-80e2-068b07f6018a,1.317140180109733
RouteID_010bb083-17a6-4036-a14a-01d07aff8950,1.1543366303526963
RouteID_010f2a4e-9f5c-4be7-823d-51d7be4332fe,0.3387494659649874
RouteID_0119890a-9500-448f-a506-29fb49fdf5fe,0.751858701855399
RouteID_0127b134-186b-4897-8dd8-56afec626082,0.8153240451584145
RouteID_01334670-fb7c-48f9-a1b0-b52b5e56c91e,1.1960223170953546
RouteID_013e4370-df62-4c24-a19f-2971db140ca7,0.95054950436244
RouteID_0141eb2b-53e3-40f7-9d9b-c29fdcbf000c,0.7314626239055869
RouteID_01456d1f-ab6a-4e6e-b828-8e574033bc55,0.7162182068721493
RouteID_0157f4f0-2c0d-4d24-82a8-71230416bf1c,0.704647803362066
RouteID_01617cbe-5296-48b5-bfd7-42893812721b,1.176012133331349
RouteID_0168a176-2ddc-4a70-88c3-29588bed32f5,0.6381141969095877
RouteID_016e3fb9-486a-4501-aa0a-bfb8b9afa966,0.621950986115616
RouteID_01a602f2-f834-4fd0-89b5-6835f049b19e,0.6497364133775061
RouteID_01a73ffc-c1b8-4995-9723-8235ff2ceb6b,1.1981971296300378
RouteID_01ac92ea-734c-4c80-8049-77b813c6a02b,0.8435343633272007
RouteID_01b2ff6b-5070-45fd-b215-c6e0411fb25e,0.7858602840254745
RouteID_01bbc9dd-fc72-4206-a107-81cbb704c4e0,1.4524930774925602
RouteID_01becfe4-7127-489c-8a36-7743ac0097fc,0.6807904084902117
